pathway_id,pathway_name,source,description,organism
ecocyc.GLYSYN-PWY,glycine biosynthesis I,EcoCyc,"This one-step pathway for glycine biosynthesis is also the major source of one-carbon units in the form of 5,10-methylene tetrahydrofolate. Review: Stauffer, GV, Regulation of Serine, Glycine, and One-Carbon Biosynthesis. EcoSal Module 3.6.1.2",Escherichia coli K-12 MG1655
ecocyc.PWY0-1483,"PhoRB Two-Component Signal Transduction System, phosphate-dependent",EcoCyc,"In E. coli K-12, PhoRB is the two-component system for sensing and responding to variations in the level of extracellular inorganic phosphate (Pi). PhoRB regulates the expression of a large number of genes (the Pho regulon) which have a role in the assimilation of environmental Pi or the use of alternate phosphate sources. PhoR is the membrane associated sensor kinase which controls activity of the cytoplasmic response regulator and transcription factor PhoB. PhoR detects Pi indirectly and its activity as a sensor kinase depends on its association with the phosphate transporter ABC-27-CPLX ""PstSCAB"" and/or EG10735-MONOMER ""PhoU"". The exact details of this sensory mechanism remain unclear; recent reports suggest that a PhoR-PhoU complex may sense and respond to conformations of the PstSCAB reporter (see ). PhoRB signalling is a negative process - that is, activation of PhoB is the default state and excess environmental Pi is required to turn the system off. Under limiting environmental ",Escherichia coli K-12 MG1655
ecocyc.GLNSYN-PWY,L-glutamine biosynthesis I,EcoCyc,"General background The amino acid glutamine is a constituent of proteins and a nitrogen donor for many biosynthetic reactions, including the biosynthesis of amino acids, purines, pyrimidines, glucosamime and carbamoyl phosphate. The biosynthesis of glutamine is catalyzed by glutamine synthetase, a key enzyme of nitrogen metabolism found in all domains of life. Phylogenetic analysis of glutamine synthetase genes has suggested that they are among the oldest functioning genes in the history of evolution . In microorganisms and plants, glutamine synthetase (also known as GS) has a role in ammonia assimilation in combination with glutamate synthase (glutamine:α-oxoglutarate aminotransferase, or GOGAT) as indicated by the pathway links and pathways (AMMASSIM-PWY and PWY-3282). This is known as the GS/GOGAT pathway . About this pathway This pathway serves as a major mechanism of ammonia assimilation during nitrogen limitation. It has only one reaction, which is catalyzed by glutamine syntheta",Escherichia coli K-12 MG1655
ecocyc.GLUCONSUPER-PWY,D-gluconate degradation,EcoCyc,"The utilization of gluconate as the sole source of carbon by E. coli is inducible and leads to a branch point for two central metabolic pathways: the pentose phosphate shunt and the Entner-Doudoroff pathway. D-gluconate is imported into the cytoplasm by one of a number of gluconate transporters. A D-gluconate kinase then phosphorylates D-gluconate to D-gluconate-6-phosphate. E. coli encodes two D-gluconate kinases, which can be distinguished by their thermal sensitivity. The EG12629 gntK-encoded enzyme is more thermostable, and its primary function is in the D-gluconate degradation pathway . Single-cell measurements of gntK expression show that the D-gluconate utilization pathway exhibits a graded response to the presence of D-gluconate at lower concentrations; at higher concentrations, the cell population splits into induced and uninduced subpopulations . Review:",Escherichia coli K-12 MG1655
ecocyc.LEUSYN-PWY,L-leucine biosynthesis,EcoCyc,"Leucine biosynthesis involves a five-step conversion process starting with the valine precursor 2-keto-isovalerate. The final step in this pathway is catalyzed by two transaminases of broad specificity, IlvE and TyrB. Both the first enzyme in the pathway, 2-isopropylmalate synthase, and the terminal transaminase TyrB are suppressed by leucine. TyrB is subject to inhibition by the pathway's starting compound, 2-keto-isovalerate, and by one of its off-pathway products, tyrosine. One consequence of this inhibition by 2-keto-isovalerate is that in the absence of IlvE activity, mutations in earlier steps in the pathway cannot be compensated for by any alternate method of introducing 2-ketoisocaproate for conversion to leucine. Almost all of the genes coding for enzymes in this pathway are controlled by attenuation. Attenuation in operon TU00179 is effected by a leader region containing four leucines and a transcriptional terminator . ilvE is a component of operon TU524, that has an attenuat",Escherichia coli K-12 MG1655
ecocyc.TRYPDEG-PWY,L-tryptophan degradation II (via pyruvate),EcoCyc,"E. coli can utilize L-tryptophan as the sole source of carbon . Due to catabolite repression of tryptophanase expression, use of L-tryptophan as the sole nitrogen source is dependent on the use of a carbon source other than glucose. Tryptophanase is one of most well-studied pyridoxal-5-phosphate (PLP)-requiring multifunctional enzymes . A commercial use of tryptophanase is found in the manufacturing of the indigo dye. A bacterial system has been introduced in which E. coli has been engineered to express tryptophanase and naphtalene (di)oxygenase, breaking down tryptophan to indole, and converting indole to indoxyl, which subsequently oxidizes spontaneously to generate indigo . Review: Reitzer, L., Catabolism of Amnio Acids and Related Compounds, EcoSal online Module 3.4.7",Escherichia coli K-12 MG1655
ecocyc.PWY-66,GDP-L-fucose biosynthesis I (from GDP-D-mannose),EcoCyc,"General Background L-fucose is an important monosaccharide found in a diverse array of organisms. It is a carbohydrate component of bacterial lipopolysaccharides, mammalian and plant glycoproteins and various plant cell wall polysaccharides. Fucosylation is performed by fucosyltransferases which require the activated form GDP-L-fucose as the donor substrate. The formation of GDP-L-fucose occurs via two routes, a de novo synthesis route from GDP-α-D-mannose (this pathway), and a eukaryotic salvage pathway leading to the formation of UDP-fucose from free L-fucose (see PWY-6). The de novo synthesis of GDP-L-fucose from GDP-D-mannose comprises three catalytic steps: a 4,6-dehydration, a 3,5-epimerization, and a 4-reduction. The first reaction step is catalyzed by GDPMANDEHYDRA-CPLX, which involves the formation of the intermediate GDP-4-dehydro-6-deoxy-D-mannose. This compound is also a common intermediate in the synthesis of other bacterial deoxyhexoses derived from GDP-D-mannose (see Met",Escherichia coli K-12 MG1655
ecocyc.PWY-4121,glutathionylspermidine biosynthesis,EcoCyc,"Polyamines (such as spermidine) and thiols (such as glutathione) are found in millimolar concentrations in most living organisms. Polyamines have a variety of roles, including charge neutralization and complexation of the anionic phosphodiester backbone of DNA. Thiols also have many roles, including detoxification of xenobiotics and reactive oxygen species, maintaining the redox balance in the cell, and serving as cofactors for many enzymatic reactions. Several organisms are able to conjugate the two together by forming an amide link between spermidine and glutathione, resulting in either of the two forms N1-glutathionylspermidine, or N8-glutathionylspermidine. This compound was first discovered in Escherichia coli , but was not characterized in regard to its physiological role. Later it was shown that the compound is present in the pathogenetic protozoa Trypanosoma and Leishmania . In these parasites, a second glutathione molecule is added to glutathionylspermidine, forming trypanothi",Escherichia coli K-12 MG1655
ecocyc.NONOXIPENT-PWY,pentose phosphate pathway (non-oxidative branch) I,EcoCyc,"The PENTOSE-P-PWY is one of the three essential pathways of central metabolism. It supplies three of E. coli's 13 precursor metabolites (compounds needed for the biosyntheses): D-ribose-5-phosphate, sedoheptulose-7-phosphate, and erythrose-4-phosphate. Regardless of the carbon source upon which E. coli is growing, some carbon must flow through the pentose phosphate pathway to meet the cell's requirements for these metabolites. In addition this pathway is an important source of reducing equivalents in the form of NADPH, which is also needed for biosyntheses. The pathway begins with one intermediate of glycolysis, glucose-6-phosphate, and ends with the formation of two others, fructose-6-phosphate and D-glyceraldehyde-3-phosphate. For convenience, the pentose phosphate pathway is commonly divided into its preliminary OXIDATIVEPENT-PWY ""oxidative portion"" in which glucose-6-phosphate is oxidized to ribulose-5-phosphate, and its subsequent non-oxidative portion, shown here, in which, throu",Escherichia coli K-12 MG1655
ecocyc.GLUCUROCAT-PWY,superpathway of β-D-glucuronides degradation (to pyruvate),EcoCyc,"E. coli can use β-D-glucuronides and the hexuronates D-glucuronate and D-fructuronate and as the sole sources of carbon for growth. β-D-glucuronides are detoxification products that are excreted into the mammalian gut in the bile. D-glucuronate is found in animal mucus and at low levels in plant tissues. The enzymes of this pathway were first described in a series of publications by Ashwell et al. . The initial step in the degradation of β-glucuronides is hydrolysis by CPLX0-7662 to yield D-glucuronate, which is subsequently isomerized to D-fructuronate by D-glucuronate isomerase, an enzyme which can carry out the analogous function in the GALACTUROCAT-PWY pathway. D-fructuronate then undergoes an NADH-dependent reduction to D-mannonate by MANNONOXIDOREDUCT-MONOMER. MANNONDEHYDRAT-MONOMER subsequently catalyzes dehydration to yield 2-dehydro-3-deoxy-D-gluconate. At this point, the GLUCUROCAT-PWY and GALACTUROCAT-PWY pathways converge, and a common enzyme, DEOXYGLUCONOKIN-MONOMER, phosp",Escherichia coli K-12 MG1655
ecocyc.PWY-7545,pyruvate to cytochrome bd oxidase electron transfer,EcoCyc,"This pathway is one of three by which pyruvate, largely derived from glycolysis, is cleaved. Under conditions of aerobic growth, most pyruvate is cleaved by the pyruvate dehydrogenase complex [see Pathway: PYRUVDEHYD-PWY] to CO2 and acetyl-CoA. Anaerobically it is cleaved via pyruvate formate lyase (see Pathway: FERMENTATION-PWY). The physiological role of this third (PoxB) route, which yields acetate and CO2, is mysterious because it yields acetate rather than acetyl-CoA and is, therefore, energetically wasteful. However, the pathway does play some useful metabolic role because mutant strains lacking PoxB activity grow more slowly and yield a lesser crop of cells . PoxB expression, under the control of RpoS, is increased as cultures enter stationary phase. Greater quantities of acetate accumulate and the ace (acetate conversion to acetyl-CoA) pathway is induced. Perhaps this pathway functions as a ""safety valve"" to maintain acetyl-CoA at optimum intracellular levels. A respiratory cha",Escherichia coli K-12 MG1655
